company_id,previous_year,year,previous_pattern,current_pattern,changed
TRENT,2017,2018,Reinvestor,Reinvestor,False
TRENT,2018,2019,Reinvestor,Mixed,True
TRENT,2019,2020,Mixed,Mixed,False
TRENT,2020,2021,Mixed,Liquidating Assets,True
TRENT,2021,2022,Liquidating Assets,Liquidating Assets,False
TRENT,2022,2023,Liquidating Assets,Reinvestor,True
TRENT,2023,2024,Reinvestor,Reinvestor,False
TVSMOTOR,2013,2014,Reinvestor,Reinvestor,False
TVSMOTOR,2014,2015,Reinvestor,Mixed,True
TVSMOTOR,2015,2016,Mixed,Reinvestor,True
TVSMOTOR,2016,2017,Reinvestor,Reinvestor,False
TVSMOTOR,2017,2018,Reinvestor,Mixed,True
TVSMOTOR,2018,2019,Mixed,Growth Funded by Debt,True
TVSMOTOR,2019,2020,Growth Funded by Debt,Mixed,True
TVSMOTOR,2020,2021,Mixed,Mixed,False
TVSMOTOR,2021,2022,Mixed,Growth Funded by Debt,True
TVSMOTOR,2022,2023,Growth Funded by Debt,Growth Funded by Debt,False
TVSMOTOR,2023,2024,Growth Funded by Debt,Growth Funded by Debt,False
